grid_id,cluster,lat,lon,neighborhood,total_311_requests,num_unique_services,avg_resolution_days,median_resolution_days,S1,S2,S3,S4_pos,S4_neg,N1,N2,N3,N4,N5,performance_score,need_score,raw_equity,equity_score,top3_features,lisa_I,lisa_z,lisa_p,lisa_quadrant
100_72,1,37.795593886,-122.43265941400001,Marina,1224.0,9.0,1.5098750680827888,0.0724710648148148,7.110696122978827,-0.7911730664488018,9.0,0.1944444444444443,0.0833333333333332,0.4860111910471623,1.0015987210231814,125.0,0.0005331911490269261,0.4585427135678392,10.130029100900742,66.45881561970941,0.15242566172772512,99.2463966245238,"S4_pos, S3, S1",-0.00039599911132410425,-0.044682244000277836,0.461,NS
100_73,1,37.79548011173333,-122.43130718653333,Pacific Heights,1860.0,17.0,4.447953397612489,0.0540509259259259,7.528869256642251,-2.2510021617692075,17.0,0.21774193548387089,0.0725806451612902,0.07328447701532312,1.0015229392727965,126.0,0.00036357025995273584,0.16287371709058457,15.48450665427052,67.24605821235974,0.23026638044872208,99.26485360779486,"S4_pos, S3, S1",-5.1596752860084616e-05,-0.014729137022722253,0.197,NS
100_74,1,37.79487124544084,-122.43078231074942,Pacific Heights,117232.0,23.0,18.77297175229741,0.3928587962962963,11.671918686457536,-9.582915274296852,23.0,0.3455882352941176,0.10294117647058801,460.23435419440744,1.0026631158455392,50.998839907192576,0.00038087983241287375,0.4808959156785244,21.929994191373144,-222.8729143989122,-0.0983968570111588,99.186923547856,"S4_pos, S3, S1",-0.001308933698279788,-0.057168731731464535,0.426,NS
100_75,1,37.79495738259701,-122.42915815667163,Pacific Heights,2412.0,11.0,29.146482445987655,0.0487384259259259,7.7886260656250315,-14.59761043595679,11.0,0.33333333333333326,0.0,1.8035408338092518,1.0014540167211923,94.0,0.00031994880819068947,0.3301673450927183,11.997029746239063,49.34605964408915,0.24312031375246387,99.26790143206799,"S4_pos, S3, S1",-5.8732046528465616e-05,-0.01800320403765492,0.228,NS
100_76,1,37.795301695823525,-122.42765831063237,Pacific Heights,21624.0,25.0,6.052444459475709,0.3852314814814814,9.98160533180008,-3.2188379704785954,25.0,0.4150943396226414,0.031446540880503,4.91719017704169,1.0013517319065053,97.0,0.0002962524070508073,0.39890710382513667,22.159696356212027,49.23216442102456,0.450106067175927,99.31698027731836,"S4_pos, S3, S1",0.00024275248438384333,0.03553057091641252,0.39,NS
100_78,1,37.79546758547107,-122.42588784054544,Pacific Heights,24200.0,22.0,5.456767245370371,0.3186747685185185,10.094149233605084,-2.887721006944445,22.0,0.42000000000000004,0.06999999999999999,6.873389604620169,1.0014540167211923,97.0,0.00027582402427251415,0.31615417929839756,20.31785579294162,48.17715632634086,0.4217321427935898,99.31025247397503,"S4_pos, S3, S1",-0.004843583668760907,-0.7713499641125513,0.009,HL
100_79,1,37.795686071,-122.42424620700001,Pacific Heights,64260.0,24.0,9.223209703795836,0.7772685185185185,11.070708194329034,-5.000239111157177,24.0,0.33823529411764697,0.23529411764705868,52.16946442845723,1.0015987210231814,49.96190476190476,0.0004704775346977182,0.3945945945945946,22.134541978179573,-1.3782310283730739,-16.06012169413273,95.40220401883802,"S4_pos, S3, S1",-0.07683412116694834,-0.08051386305578523,0.301,NS
100_80,3,37.795294162,-122.423148267,Russian Hill,32970.0,28.0,15.33505073302469,0.9402777777777778,10.403383666209391,-8.137664255401234,28.0,0.4649681528662419,0.2070063694267514,3.657873701039169,1.0026631158455392,101.0,0.0005331911490269261,0.24124256444150693,24.34993546910859,52.05334141266962,0.46778812542077786,99.32117290886887,"S4_pos, S3, S1",-0.005608813727627669,-0.6195555907874658,0.007,HL
100_81,0,37.794868124,-122.422393955,Russian Hill,4981.0,29.0,10.69022492698792,0.5709722222222222,8.513586695822125,-5.630598574605071,29.0,0.6177474402730374,0.0648464163822524,0.030208796090626388,1.0017769880053309,23.0,0.00020510716849553892,1.1736334405144693,23.902711376856754,12.631273272073603,1.8923436275707428,99.65895238346664,"N3, S2, S4_neg",0.011178685239653001,0.12175178966705741,0.175,NS
100_82,3,37.795087917711115,-122.42075015593335,Russian Hill,119205.0,39.0,9.82039452078116,0.5866666666666667,11.688608367917064,-5.203530593723913,39.0,0.52321630804077,0.10872027180067928,5.8115362649914335,1.0011422044545975,111.99259259259259,0.00024239486122894195,0.6266094420600858,32.133751207764305,56.65630650568832,0.5671698813858997,99.34473753465133,"S4_pos, S3, S1",0.0018884460410240466,0.1297368258927659,0.162,NS
100_83,3,37.7956678614,-122.4200089124,Russian Hill,8470.0,34.0,9.200815661698282,0.7268402777777778,9.044403844431551,-4.9638279697380305,34.0,0.6741440377804013,0.07674144037780381,0.08085295424255887,2.502998800479808,118.5,0.0004704775346977182,0.3612073231073726,27.416533972414175,64.15555375686925,0.42734466370550145,99.31158327109873,"S4_pos, S3, S1",0.0003600009416030422,0.05845411535974109,0.404,NS
100_84,3,37.795348124212765,-122.41941045421277,Russian Hill,15275.0,30.0,23.594898162706738,0.7550810185185185,9.634038248345407,-12.174989590612627,30.0,0.5353846153846151,0.0676923076923075,1.5134865134865134,1.0026631158455392,118.0,0.0005331911490269261,0.42915931804820695,25.236179966669866,62.198153763820955,0.4057384027307044,99.30646016324573,"S4_pos, S3, S1",0.0003168980484022205,0.06377733775411287,0.363,NS
100_85,3,37.79510205491333,-122.41813787099333,Russian Hill,199650.0,33.0,3.834714972917021,0.0869155092592592,12.204326121244163,-1.96081524108814,33.0,0.8309541697971449,0.0345604808414723,3.427657873701039,1.0015987210231814,116.66666666666667,0.0006151953245155337,0.48764195056780213,28.765033339602788,60.44355393722854,0.4758990990764138,99.32309611959373,"S4_pos, S3, S1",0.0005976424282777249,0.06663922610313697,0.349,NS
100_86,3,37.79524817956097,-122.41659170595123,Russian Hill,76096.0,31.0,11.594017647297187,0.5638541666666667,11.239764121259313,-6.078935906981927,31.0,0.5646551724137931,0.11206896551724127,4.609853528628495,1.0026631158455392,116.0,0.0005331911490269261,0.35471331389698735,26.808592444642517,59.4630318450233,0.4508446872279949,99.31715541313633,"S4_pos, S3, S1",0.0004587872314385792,0.06113119841780062,0.38,NS
100_87,3,37.79519997084874,-122.41571334138656,Nob Hill,42721.0,22.0,9.391718488439004,0.1710821759259259,10.66246928901762,-4.781400332182465,22.0,0.4401114206128132,0.0501392757660165,1.7442046362909673,1.0022844089091947,116.0,0.0005331911490269261,0.4905913978494624,20.69220114010058,61.00673710572409,0.33917894617216204,99.29067810474965,"S4_pos, S3, S1",7.10934596617548e-05,0.05967750289292063,0.391,NS
100_88,3,37.79522056930808,-122.4143461786616,Nob Hill,128700.0,29.0,8.481491368425637,0.2589467592592592,11.765247163561801,-4.370219063842448,29.0,0.4938461538461537,0.05692307692307679,5.828936850519584,1.0026631158455392,115.0,0.0004209640075773521,0.3041666666666667,25.82599556724074,58.27606506878812,0.443166419928829,99.31533480236322,"S4_pos, S3, S1",0.0004768534204134301,0.06706430430825348,0.346,NS
100_89,3,37.795630694770836,-122.4132576625625,Nob Hill,82272.0,38.0,5.181180066313294,0.2293171296296296,11.317798264795325,-2.7052485979714618,38.0,0.4655775962660443,0.045507584597432794,2.334132693844924,1.0023980815347722,112.0,0.0004704775346977182,0.4190585533869116,31.239140186909445,58.57643354029861,0.5333055934877357,99.33670789919198,"S4_pos, S3, S1",0.0007622058719776036,0.06258266452354704,0.373,NS
100_90,3,37.79536276682558,-122.41203596972092,Nob Hill,60716.0,27.0,9.893854451000855,0.252349537037037,11.013979003734315,-5.073101994018947,27.0,0.4929178470254956,0.0467422096317279,3.6884154460719043,1.0026631158455392,99.0,0.0006153846153846154,0.5419450631031922,24.105153262224043,50.94409342270423,0.4731687457669502,99.3224487195416,"S4_pos, S3, S1",0.0006605048581155842,0.07450738582757968,0.318,NS
100_91,3,37.79543606350549,-122.41092592597802,Chinatown,25571.0,31.0,5.36841426828453,0.3988888888888889,10.149253281886617,-2.8836515785867096,31.0,0.5053380782918148,0.067615658362989,2.218732153055397,1.5026631158455392,113.97802197802197,0.0005331911490269261,0.4392298435619735,26.09927679824351,59.98596781939929,0.4350896936718821,99.31341971211407,"S4_pos, S3, S1",0.0004809668474134394,0.07203481525975493,0.327,NS
100_92,3,37.79557352731818,-122.40976671913636,Chinatown,21912.0,28.0,8.972710286458332,0.4769155092592593,9.994835346995403,-4.724812897858795,28.0,0.4357429718875502,0.1465863453815259,1.837549933422104,1.0026631158455392,97.0,0.0006152899553914783,0.19945355191256833,24.07151619115261,50.931042364682014,0.47262955166249226,99.32232087004677,"S4_pos, S3, S1",0.0011558969136861775,0.1280467345457806,0.164,NS
100_93,3,37.79536864730597,-122.40827512427612,Chinatown,47168.0,31.0,14.309942776416122,0.9760185185185184,10.761492176138386,-7.64298064746732,31.0,0.4147727272727271,0.1590909090909087,43.696,1.008,116.0,0.001142204454597373,0.06505079308501158,26.45455681474685,38.23137251443165,0.6919593617205707,99.37432664159674,"S4_pos, S3, S1",0.0016642280059130257,0.07775090530839243,0.303,NS
100_94,3,37.79509490838004,-122.40784635432749,Chinatown,791406.0,34.0,11.31443816015089,0.9782523148148148,13.581567652979004,-6.146345237482853,34.0,0.6818181818181818,0.06565656565656541,456.416,1.008,117.0,0.0015987210231814548,0.0846082522021326,30.20252060546604,-185.80902155034207,-0.16254604063898576,99.17171299445252,"S4_pos, S3, S1",0.6046761328633001,20.915834331242973,0.003,LL
100_95,3,37.79547813224324,-122.40632507087837,Chinatown,223480.0,30.0,12.246174976177938,0.9416666666666668,12.317081678236423,-6.593920821422302,30.0,0.5847682119205297,0.16953642384105932,10.354194407456724,1.0026631158455392,115.0,0.0013324450366422385,0.10464449541284404,26.834873489002682,55.836086438308364,0.48060089308105153,99.32421097226612,"S4_pos, S3, S1",-0.21045358680342383,-21.526472946529307,0.001,HL
101_100,1,37.796335249,-122.400515222,Financial District/South Beach,291682.0,25.0,11.353956284334574,0.1756481481481481,12.5834228751037,-5.764802216241361,25.0,0.2943925233644859,0.1448598130841118,1100.1550759392485,1.0015987210231814,59.0,0.00038087983241287375,0.4381752701080432,23.695761139892923,-566.8241638436224,-0.041804430179929006,99.2003423021077,"S4_pos, S3, S1",-0.0017437064117346284,-0.08418782600839804,0.284,NS
101_60,1,37.79606339966667,-122.44619960333334,Marina,198.0,14.0,10.515762051734274,0.0888078703703703,5.293304824724492,-5.302284961052322,14.0,0.1818181818181818,0.10606060606060601,0.004362050163576881,1.0014540167211923,110.0,0.00015685044310250176,1.0703812316715542,12.217895933917358,58.71147623457843,0.2081006390812045,99.25959784032081,"S4_pos, S3, S1",-7.75668096053408e-06,-0.004795289366047843,0.14,NS
101_61,1,37.79609850758333,-122.44492892222222,Marina,4248.0,20.0,16.173025383823994,0.1701273148148148,8.354438940114811,-8.171576349319404,20.0,0.2118644067796609,0.07627118644067771,0.20065430752453653,1.5014540167211923,111.0,0.00020510716849553892,0.4157175398633258,17.935267537217964,59.50956799258964,0.3013845981551527,99.28171660412949,"S4_pos, S3, S1",1.1411452579596803e-05,0.00773983054887012,0.109,NS
101_63,1,37.796181260981825,-122.44293363649092,Marina,2365.0,16.0,6.525274562757201,0.3098900462962963,7.768956044538332,-3.4175823045267486,16.0,0.3953488372093023,0.0232558139534883,0.7149140343862455,1.0015229392727965,115.0,0.00021619284401686305,0.3201754385964912,15.092617106714052,61.05623770275392,0.2471920548560307,99.26886689151733,"S4_pos, S3, S1",3.561050440962276e-05,0.004722075159357194,0.115,NS
101_64,3,37.79627798354545,-122.44127615436363,Marina,4444.0,19.0,7.52018835222038,0.3146759259259259,8.399535147948004,-3.917432139073153,19.0,0.7277227722772277,0.0742574257425742,0.1690462592804112,1.0011422044545975,117.0,0.00024239486122894195,0.445937690897984,17.52190559172425,62.39757496438131,0.28081067767322176,99.27683827679137,"S4_pos, S3, S1",3.677184641417735e-05,0.012774582583719106,0.088,NS
101_66,1,37.796563685770835,-122.4396001178125,Marina,3648.0,17.0,9.783329257955138,0.3937268518518518,8.202208436436448,-5.088528054903495,17.0,0.35526315789473684,0.0394736842105263,0.5928041119360365,1.0011422044545975,99.0,0.00027582402427251415,0.19079979090433874,15.984309422235421,52.66718722951437,0.3034965404376365,99.28221737138881,"S4_pos, S3, S1",-1.6141407005813987e-05,-0.022051453731224184,0.27,NS
101_67,1,37.79611697740789,-122.43855755892106,Marina,12388.0,20.0,8.101354521699614,0.0777777777777777,9.424564261115739,-4.089566149738696,20.0,0.23926380368098152,0.0552147239263802,1.8732153055396916,2.002284408909195,100.0,0.00021050415745710977,0.4568210262828536,18.572678501563956,53.07413837529936,0.34993838280131695,99.29322929832972,"S4_pos, S3, S1",8.589533925509052e-06,0.008128645738854088,0.157,NS
101_68,3,37.796423054,-122.436975345,Marina,458.0,24.0,13.81550284090909,0.7349537037037037,6.129050210060545,-7.275228272306397,24.0,0.5327510917030567,0.11353711790393,0.002284408909194746,1.0011422044545975,120.5,0.00031994880819068947,0.07244938467645892,19.240960902985606,64.38315587452968,0.29885084604475853,99.2811158206182,"S4_pos, S3, S1",-2.645696742731446e-05,-0.026533507958855874,0.315,NS
101_69,1,37.79618626769565,-122.43600644036232,Marina,12213.0,19.0,16.155493002033825,0.0821527777777777,9.41033811378308,-8.118822889905802,19.0,0.2994350282485875,0.1073446327683613,1.187849720223821,1.0015987210231814,123.0,0.0004704775346977182,0.6594399277326106,17.97832114220601,64.9955819678355,0.2766083527722642,99.27584185433189,"S4_pos, S3, S1",-3.960957098367596e-05,-0.019526848353955545,0.248,NS
101_70,3,37.796304648888885,-122.43448831055557,Marina,7992.0,27.0,9.325943710478771,0.6425231481481481,8.98632143762602,-4.98423342931346,27.0,0.4932432432432431,0.09459459459459431,0.3974871501998858,2.002284408909195,119.96296296296296,0.0002580312217778351,0.33890436397400187,22.857578146964148,64.4580608287176,0.35461162651310985,99.29433738137968,"S4_pos, S3, S1",2.7594449521594448e-05,0.016210305911611787,0.222,NS
101_71,1,37.795895980043476,-122.43360210895652,Marina,12098.0,24.0,5.502948329076203,0.0854166666666666,9.400878083541478,-2.7941824978714345,24.0,0.4372623574144485,0.04942965779467649,0.8707241226121724,2.001776988005331,99.0,0.00027582402427251415,0.4919137466307278,21.17375803220368,53.0859707189223,0.3988578780155657,99.30482870696359,"S4_pos, S3, S1",0.00010982805056100886,0.026260710603985864,0.312,NS
101_72,3,37.79651554426772,-122.43284592877953,Marina,32893.0,18.0,6.830262037037037,0.2275289351851852,10.401045549301214,-3.528895486111111,18.0,0.6293436293436293,0.0038610038610038,3.2709832134292567,1.0015987210231814,101.0,0.0004209640075773521,0.5119214586255258,18.076276515742627,52.23273607664933,0.3460717842378518,99.29231248067728,"S4_pos, S3, S1",6.848880188975002e-05,0.044322564202645694,0.474,NS
101_73,1,37.79600756304808,-122.43106505478364,Marina,32656.0,13.0,5.519313195957396,0.1005555555555555,10.393814506824773,-2.8099343757564754,13.0,0.4904458598726114,0.0891719745222928,13.085739671257219,1.0017769880053309,60.0,0.00025806451612903227,0.30016447368421045,14.81792108737151,25.21244222031065,0.5877225367605184,99.34961081977328,"S4_pos, S3, S1",-0.0001671518197756483,-0.006616978661370881,0.111,NS
101_74,1,37.796309699,-122.430345048,Marina,4284.0,27.0,6.588548852237654,0.1113252314814814,8.36287583103188,-3.3499370418595675,27.0,0.2658730158730157,0.0317460317460315,0.10736721873215306,1.0022844089091947,124.0,0.00028567347521782604,0.3097157403478999,22.375262848803995,66.1527148735229,0.33823649646649684,99.29045463843616,"S4_pos, S3, S1",3.2991938925260806e-05,0.030854826093689964,0.351,NS
101_75,1,37.79603530855556,-122.42932962176069,Marina,8658.0,13.0,6.469209365615615,0.1296701388888889,9.066354521447801,-3.299439752252252,13.0,0.3243243243243243,0.081081081081081,2.490448689471346,1.001411432604093,98.0,0.00031994880819068947,0.4205069124423963,13.939412278267868,51.079553969972196,0.2728961183483752,99.2749616382986,"S4_pos, S3, S1",-0.00011159974168563001,-0.044729587291554566,0.478,NS
101_76,1,37.79614774657025,-122.4277496211157,Pacific Heights,27104.0,22.0,6.244326809764309,0.0911111111111111,10.207473491694438,-3.16771896043771,22.0,0.3928571428571428,0.0401785714285713,7.517186250999201,1.0015987210231814,97.0,0.0003477656059815684,0.38995726495726496,20.382645771721364,47.818611996259584,0.4262492049553113,99.31132352447563,"S4_pos, S3, S1",0.0003471393544904005,0.05703222488900355,0.413,NS
101_78,3,37.79637956965143,-122.42607186665715,Marina,29050.0,19.0,7.82444144634092,0.2577083333333333,10.276808185095502,-4.041074889837127,19.0,0.49999999999999983,0.042168674698795,4.583666476299258,1.0011422044545975,96.0,0.00031994880819068947,0.41809851088201605,18.57524191947521,48.88198158571894,0.38000181123795174,99.30035770367904,"S4_pos, S3, S1",0.00027169785009012335,0.07661688738706887,0.308,NS
101_79,3,37.79642308677966,-122.42457650972881,Pacific Heights,11505.0,25.0,7.5016309748885,0.8444444444444444,9.350623917423238,-4.173037709666472,25.0,0.5384615384615383,0.0615384615384614,1.4437464306110794,1.0018819101387908,60.0,0.00031994880819068947,0.6165540540540541,21.830597117415007,31.511433025877437,0.6927833591923347,99.37452202144165,"S4_pos, S3, S1",-0.017741913765212006,-0.7835806581046438,0.006,HL
101_80,3,37.796226962,-122.423424441,Russian Hill,8976.0,29.0,23.705554618925287,0.9980034722222222,9.10242102975669,-12.351779045573755,29.0,0.48128342245989303,0.2540106951871657,0.1644774414620217,1.0011422044545975,113.5,0.00038087983241287375,0.44923076923076927,24.221584698480658,60.546885067030836,0.4000467451235261,99.30511060184692,"S4_pos, S3, S1",-0.0036534601371095107,-0.73734172190221,0.007,HL
101_81,3,37.795787019,-122.422579704,Russian Hill,56161.0,30.0,5.41962256319623,0.5883506944444444,10.935995650601194,-3.003986628820337,30.0,0.7496839443742098,0.06447534766118801,2.4207723035952062,1.0026631158455392,99.95774647887323,0.0004704775346977182,0.4915824915824916,26.054198966257477,52.146541011867896,0.4996342607018481,99.32872401574184,"S4_pos, S3, S1",-0.0071649860289246005,-0.6524556236572348,0.007,HL
101_82,3,37.79611386008,-122.420948228,Russian Hill,22800.0,37.0,14.88414278304224,0.7770833333333333,10.034559673629849,-7.830613058187787,37.0,0.6282894736842105,0.10526315789473668,0.2637889688249401,1.0015987210231814,112.92,0.0004209640075773521,0.26877761413843887,29.921918349736675,60.20641736200809,0.49698884543874866,99.32809675553588,"S4_pos, S3, S1",0.0006083130486014909,0.06024509562746589,0.385,NS
101_83,3,37.79660597864516,-122.42018014203225,Russian Hill,25916.0,34.0,17.035602957563643,0.8878472222222222,10.162654403026995,-8.961725089892933,34.0,0.4736842105263157,0.16267942583732042,0.1987435750999429,2.0021810250817884,114.0,0.0002580312217778351,0.40198237885462557,28.02764907082451,61.40245085926724,0.45645814168892024,99.31848643161588,"S4_pos, S3, S1",0.00037602082650463006,0.0488857546685152,0.485,NS
101_84,3,37.796302256175,-122.41928716341252,Russian Hill,61040.0,29.0,10.699702162573626,0.6607986111111112,11.019301048524012,-5.680250386842369,29.0,0.5976408912188728,0.15727391874180832,1.7230359520639147,1.0026631158455392,101.5,0.0005331911490269261,0.3230088495575221,25.408398825836205,53.361585729851356,0.4761552341850121,99.32315685235021,"S4_pos, S3, S1",0.0004913222825691173,0.05538501242612622,0.424,NS
101_85,3,37.79635618524325,-122.4179859696126,Russian Hill,88578.0,29.0,9.289473045333525,0.5831597222222222,11.391650088183392,-4.936316383777873,29.0,0.4611528822055137,0.15288220551378442,1.9728217426059154,1.0026631158455392,97.94594594594595,0.0003477656059815684,0.3564453125,25.570846480953975,51.34055663707795,0.49806327897160996,99.32835151682366,"S4_pos, S3, S1",0.000498406782966054,0.04975054963464251,0.48,NS
101_86,3,37.79635675904367,-122.41677289162008,Nob Hill,136484.0,27.0,5.943539280259642,0.552974537037037,11.823969997458901,-3.2482569086483393,27.0,0.5939597315436241,0.060402684563758205,11.395472703062584,1.0026631158455392,108.0,0.0004704775346977182,0.32823741007194246,24.62754549600874,51.53895245769656,0.4778433368117022,99.3235571220606,"S4_pos, S3, S1",0.00043462826723607837,0.0489389400096677,0.484,NS
101_87,3,37.79633779245162,-122.41543304245161,Nob Hill,55428.0,30.0,8.295985201012979,0.6320370370370371,10.922858201478968,-4.464011119025008,30.0,0.610738255033557,0.0687919463087246,1.1111111111111112,1.0017769880053309,97.0,0.00038087983241287375,0.35540408958130476,25.99584227995349,51.30825235374045,0.5066600513708259,99.3303899163524,"S4_pos, S3, S1",0.00047756526354590976,0.04581606211399847,0.491,NS
101_88,1,37.79622760903572,-122.41452924410714,Nob Hill,10556.0,28.0,11.01832012379227,0.3576099537037037,9.264544425989694,-5.687965038747987,28.0,0.40583554376657827,0.0875331564986736,0.1736150770988007,1.0022844089091947,117.96428571428571,0.00027582402427251415,0.35575048732943465,23.63034312984024,62.91639192113152,0.37558324679327887,99.29931000818783,"S4_pos, S3, S1",0.00019617462312506985,0.060412860034742985,0.383,NS
101_89,1,37.796108692278686,-122.41349634340983,Nob Hill,27084.0,33.0,18.800015450043063,0.6398032407407408,10.206735348092,-9.719909345391901,33.0,0.3018018018018018,0.216216216216216,0.422615648201028,1.0017769880053309,101.88524590163935,0.00031994880819068947,0.6893295561850803,27.34110620669897,54.23133417665754,0.5041569807867691,99.329796407805,"S4_pos, S3, S1",0.0007294302915148429,0.06888093859913229,0.334,NS
101_90,3,37.7961357974369,-122.41185278978641,Nob Hill,52221.0,40.0,8.817625019130702,0.6269675925925926,10.86325914102182,-4.722296305861647,40.0,0.4240631163708087,0.10453648915187369,1.8305355715427658,1.0026631158455392,114.0,0.00038095238095238096,0.5391432791728213,32.217475198319015,59.89582519782054,0.5378918239129545,99.337795350331,"S4_pos, S3, S1",0.0007442667990654085,0.06000244578487795,0.388,NS
101_91,3,37.796164620300004,-122.41092848076667,Chinatown,19080.0,36.0,12.04941317941318,0.5035879629629629,9.856448354530341,-6.2765005711880715,36.0,0.5094339622641509,0.081761006289308,0.32667047401484867,1.0011422044545975,114.0,0.0004704775346977182,0.36518259129564784,29.11848438771196,60.73276667422678,0.47945261681313095,99.32393870196576,"S4_pos, S3, S1",0.0006971273511845007,0.07552880719821162,0.312,NS
101_92,3,37.79617329717168,-122.40991531990129,Chinatown,138868.0,34.0,9.64796533308052,0.5800694444444445,11.841286321688166,-5.114017388762482,34.0,0.5453020134228187,0.07382550335570451,10.524380495603518,1.0022844089091947,103.0,0.000888494002665482,0.0964078182778658,29.070034582881252,49.39191010215114,0.5885586107968028,99.34980906311885,"S4_pos, S3, S1",0.0037935116206984257,0.23689906090370116,0.024,HH
101_93,3,37.796166369813726,-122.40856698867645,Chinatown,736542.0,37.0,6.026485940990906,0.7617824074074074,13.509722897430358,-3.3941341741991566,37.0,0.7681761528874117,0.0619027835479848,44.376,1.008,108.0,0.0015987210231814548,0.0861153710038929,32.078942583734786,33.62398756629693,0.9540492949099196,99.43647135957819,"S4_pos, S3, S1",0.00191764110768876,0.053912691163735635,0.443,NS
101_94,3,37.79585035562922,-122.40796444583148,Chinatown,167320.0,30.0,7.5008341537420735,0.9256944444444444,12.027669402110114,-4.213264299093259,30.0,0.7638297872340425,0.0436170212765955,6.748335552596538,1.0026631158455392,116.0,0.0007270083605961468,0.09202067313752678,26.740408342931556,58.32900866795447,0.45844097979984294,99.31895658670237,"S4_pos, S3, S1",0.0001619409902787758,0.02288362727514822,0.276,NS
